step,tokens_seen,train_loss,val_loss,learning_rate
12120,99287040,4.990799,4.639404,0.00001000
12140,99450880,4.619553,4.639404,0.00001000
12160,99614720,4.674691,4.639404,0.00001000
12180,99778560,4.653803,4.639404,0.00001000
12200,99942400,4.708682,4.602830,0.00001000
12220,100106240,4.891942,4.602830,0.00001000
12240,100270080,4.858996,4.602830,0.00001000
12260,100433920,4.526286,4.602830,0.00001000
12280,100597760,4.838459,4.602830,0.00001000
12300,100761600,4.739073,4.602830,0.00001000
12320,100925440,4.531386,4.602830,0.00001000
12340,101089280,4.809476,4.602830,0.00001000
12360,101253120,4.675476,4.602830,0.00001000
12380,101416960,4.541481,4.602830,0.00001000
12400,101580800,4.648767,4.697029,0.00001000
12420,101744640,4.749629,4.697029,0.00001000
12440,101908480,4.728825,4.697029,0.00001000
12460,102072320,4.834401,4.697029,0.00001000
12480,102236160,4.782354,4.697029,0.00001000
12500,102400000,4.705448,4.697029,0.00001000
12520,102563840,4.383012,4.697029,0.00001000
12540,102727680,4.677560,4.697029,0.00001000
12560,102891520,4.540793,4.697029,0.00001000
12580,103055360,4.662451,4.697029,0.00001000
12600,103219200,4.735928,4.660587,0.00001000
12620,103383040,4.673978,4.660587,0.00001000
12640,103546880,4.631216,4.660587,0.00001000
12660,103710720,4.878840,4.660587,0.00001000
12680,103874560,4.701875,4.660587,0.00001000
12700,104038400,4.850517,4.660587,0.00001000
12720,104202240,4.621565,4.660587,0.00001000
12740,104366080,4.670858,4.660587,0.00001000
12760,104529920,4.599876,4.660587,0.00001000
12780,104693760,4.526781,4.660587,0.00001000
12800,104857600,4.584795,4.618968,0.00001000
12820,105021440,4.734913,4.618968,0.00001000
12840,105185280,4.465243,4.618968,0.00001000
12860,105349120,4.553672,4.618968,0.00001000
12880,105512960,4.426708,4.618968,0.00001000
12900,105676800,4.665782,4.618968,0.00001000
12920,105840640,4.541870,4.618968,0.00001000
12940,106004480,4.641458,4.618968,0.00001000
12960,106168320,4.807951,4.618968,0.00001000
12980,106332160,4.794039,4.618968,0.00001000
13000,106496000,4.625672,4.653858,0.00001000
13020,106659840,4.512470,4.653858,0.00001000
13040,106823680,4.617389,4.653858,0.00001000
13060,106987520,4.569033,4.653858,0.00001000
13080,107151360,4.552086,4.653858,0.00001000
13100,107315200,4.687901,4.653858,0.00001000
13120,107479040,4.725110,4.653858,0.00001000
13140,107642880,4.390928,4.653858,0.00001000
13160,107806720,4.786314,4.653858,0.00001000
13180,107970560,4.709238,4.653858,0.00001000
13200,108134400,4.705313,4.577865,0.00001000
13220,108298240,4.820249,4.577865,0.00001000
13240,108462080,4.601335,4.577865,0.00001000
13260,108625920,4.756132,4.577865,0.00001000
13280,108789760,4.560981,4.577865,0.00001000
13300,108953600,4.966967,4.577865,0.00001000
13320,109117440,4.509399,4.577865,0.00001000
13340,109281280,4.454796,4.577865,0.00001000
13360,109445120,4.635897,4.577865,0.00001000
13380,109608960,4.592699,4.577865,0.00001000
13400,109772800,4.693606,4.784642,0.00001000
13420,109936640,4.826594,4.784642,0.00001000
13440,110100480,4.569612,4.784642,0.00001000
13460,110264320,4.697916,4.784642,0.00001000
13480,110428160,4.701955,4.784642,0.00001000
13500,110592000,4.665539,4.784642,0.00001000
13520,110755840,4.538559,4.784642,0.00001000
13540,110919680,4.728478,4.784642,0.00001000
13560,111083520,4.492202,4.784642,0.00001000
13580,111247360,4.549342,4.784642,0.00001000
13600,111411200,4.699565,4.689526,0.00001000
13620,111575040,4.533673,4.689526,0.00001000
13640,111738880,4.653416,4.689526,0.00001000
13660,111902720,4.568255,4.689526,0.00001000
13680,112066560,4.712854,4.689526,0.00001000
13700,112230400,4.793969,4.689526,0.00001000
13720,112394240,4.508661,4.689526,0.00001000
13740,112558080,4.627051,4.689526,0.00001000
13760,112721920,4.358500,4.689526,0.00001000
13780,112885760,4.659553,4.689526,0.00001000
13800,113049600,4.690257,4.581435,0.00001000
13820,113213440,4.422082,4.581435,0.00001000
13840,113377280,4.637376,4.581435,0.00001000
13860,113541120,4.553801,4.581435,0.00001000
13880,113704960,4.789262,4.581435,0.00001000
13900,113868800,4.616130,4.581435,0.00001000
13920,114032640,4.802840,4.581435,0.00001000
13940,114196480,4.596627,4.581435,0.00001000
13960,114360320,4.584320,4.581435,0.00001000
13980,114524160,4.742119,4.581435,0.00001000
14000,114688000,4.653932,4.724622,0.00001000
14020,114851840,4.498442,4.724622,0.00001000
14040,115015680,4.510423,4.724622,0.00001000
14060,115179520,4.702452,4.724622,0.00001000
14080,115343360,4.649836,4.724622,0.00001000
14100,115507200,4.680002,4.724622,0.00001000
14120,115671040,4.680328,4.724622,0.00001000
14140,115834880,4.508959,4.724622,0.00001000
14160,115998720,4.718861,4.724622,0.00001000
14180,116162560,4.612299,4.724622,0.00001000
14200,116326400,4.658392,4.744003,0.00001000
14220,116490240,4.949107,4.744003,0.00001000
14240,116654080,4.755310,4.744003,0.00001000
14260,116817920,4.567203,4.744003,0.00001000
14280,116981760,4.745119,4.744003,0.00001000
14300,117145600,4.789360,4.744003,0.00001000
14320,117309440,4.793797,4.744003,0.00001000
14340,117473280,4.673173,4.744003,0.00001000
14360,117637120,4.705350,4.744003,0.00001000
14380,117800960,4.623430,4.744003,0.00001000
14400,117964800,4.660933,4.579064,0.00001000
14420,118128640,4.499371,4.579064,0.00001000
14440,118292480,4.620347,4.579064,0.00001000
14460,118456320,4.760186,4.579064,0.00001000
14480,118620160,4.776013,4.579064,0.00001000
14500,118784000,4.675607,4.579064,0.00001000
14520,118947840,4.655489,4.579064,0.00001000
14540,119111680,4.698174,4.579064,0.00001000
14560,119275520,4.581855,4.579064,0.00001000
14580,119439360,4.713060,4.579064,0.00001000
14600,119603200,4.603194,4.694348,0.00001000
14620,119767040,4.802047,4.694348,0.00001000
14640,119930880,4.526287,4.694348,0.00001000
14660,120094720,4.588088,4.694348,0.00001000
14680,120258560,4.667701,4.694348,0.00001000
14700,120422400,4.641927,4.694348,0.00001000
14720,120586240,4.645751,4.694348,0.00001000
14740,120750080,4.628551,4.694348,0.00001000
14760,120913920,4.745533,4.694348,0.00001000
14780,121077760,4.788695,4.694348,0.00001000
14800,121241600,4.654275,4.666987,0.00001000
14820,121405440,4.651368,4.666987,0.00001000
14840,121569280,4.586431,4.666987,0.00001000
14860,121733120,4.686794,4.666987,0.00001000
14880,121896960,4.583686,4.666987,0.00001000
14900,122060800,4.651630,4.666987,0.00001000
14920,122224640,4.622772,4.666987,0.00001000
14940,122388480,4.697758,4.666987,0.00001000
14960,122552320,4.608681,4.666987,0.00001000
14980,122716160,4.494205,4.666987,0.00001000
15000,122880000,4.616965,4.690540,0.00001000
15020,123043840,4.448103,4.690540,0.00001000
15040,123207680,4.715671,4.690540,0.00001000
15060,123371520,4.589785,4.690540,0.00001000
15080,123535360,4.711157,4.690540,0.00001000
15100,123699200,4.620725,4.690540,0.00001000
15120,123863040,4.657858,4.690540,0.00001000
15140,124026880,4.518006,4.690540,0.00001000
15160,124190720,4.548369,4.690540,0.00001000
15180,124354560,4.683502,4.690540,0.00001000
15200,124518400,4.549547,4.682008,0.00001000
15220,124682240,4.593667,4.682008,0.00001000
15240,124846080,4.584594,4.682008,0.00001000
15260,125009920,4.628508,4.682008,0.00001000
15280,125173760,4.607576,4.682008,0.00001000
15300,125337600,4.513224,4.682008,0.00001000
15320,125501440,4.445688,4.682008,0.00001000
15340,125665280,4.681534,4.682008,0.00001000
15360,125829120,4.511033,4.682008,0.00001000
15380,125992960,4.852902,4.682008,0.00001000
15400,126156800,4.634932,4.637850,0.00001000
15420,126320640,4.715912,4.637850,0.00001000
15440,126484480,4.528624,4.637850,0.00001000
15460,126648320,4.572065,4.637850,0.00001000
15480,126812160,4.508296,4.637850,0.00001000
15500,126976000,4.621351,4.637850,0.00001000
15520,127139840,4.730926,4.637850,0.00001000
15540,127303680,4.574135,4.637850,0.00001000
15560,127467520,4.718942,4.637850,0.00001000
15580,127631360,4.686206,4.637850,0.00001000
15600,127795200,4.580755,4.598868,0.00001000
15620,127959040,4.592118,4.598868,0.00001000
15640,128122880,4.656387,4.598868,0.00001000
15660,128286720,4.561497,4.598868,0.00001000
15680,128450560,4.630479,4.598868,0.00001000
15700,128614400,4.386996,4.598868,0.00001000
15720,128778240,4.520604,4.598868,0.00001000
15740,128942080,4.541781,4.598868,0.00001000
15760,129105920,4.488881,4.598868,0.00001000
15780,129269760,4.518031,4.598868,0.00001000
15800,129433600,4.555287,4.640770,0.00001000
15820,129597440,4.462944,4.640770,0.00001000
15840,129761280,4.719409,4.640770,0.00001000
15860,129925120,4.723268,4.640770,0.00001000
15880,130088960,4.488241,4.640770,0.00001000
15900,130252800,4.591855,4.640770,0.00001000
15920,130416640,4.564888,4.640770,0.00001000
15940,130580480,4.360957,4.640770,0.00001000
15960,130744320,4.392458,4.640770,0.00001000
15980,130908160,4.451993,4.640770,0.00001000
16000,131072000,4.597779,4.667645,0.00001000
16020,131235840,4.552725,4.667645,0.00001000
16040,131399680,4.640229,4.667645,0.00001000
16060,131563520,4.688206,4.667645,0.00001000
16080,131727360,4.621214,4.667645,0.00001000
16100,131891200,4.665208,4.667645,0.00001000
16120,132055040,4.768540,4.667645,0.00001000
16140,132218880,4.752914,4.667645,0.00001000
16160,132382720,4.613558,4.667645,0.00001000
16180,132546560,4.443875,4.667645,0.00001000
16200,132710400,4.647544,4.538517,0.00001000
16220,132874240,4.630944,4.538517,0.00001000
16240,133038080,4.683583,4.538517,0.00001000
16260,133201920,4.674638,4.538517,0.00001000
16280,133365760,4.636374,4.538517,0.00001000
16300,133529600,4.633797,4.538517,0.00001000
16320,133693440,4.565324,4.538517,0.00001000
16340,133857280,4.727613,4.538517,0.00001000
16360,134021120,4.392028,4.538517,0.00001000
16380,134184960,4.673945,4.538517,0.00001000
16400,134348800,4.735902,4.677123,0.00001000
16420,134512640,4.697714,4.677123,0.00001000
16440,134676480,4.426271,4.677123,0.00001000
16460,134840320,4.588502,4.677123,0.00001000
16480,135004160,4.545945,4.677123,0.00001000
16500,135168000,4.396345,4.677123,0.00001000
16520,135331840,4.428449,4.677123,0.00001000
16540,135495680,4.582270,4.677123,0.00001000
16560,135659520,4.776226,4.677123,0.00001000
16580,135823360,4.697939,4.677123,0.00001000
16600,135987200,4.584184,4.591540,0.00001000
16620,136151040,4.620495,4.591540,0.00001000
16640,136314880,4.607246,4.591540,0.00001000
16660,136478720,4.578578,4.591540,0.00001000
16680,136642560,4.582604,4.591540,0.00001000
16700,136806400,4.638922,4.591540,0.00001000
16720,136970240,4.783163,4.591540,0.00001000
16740,137134080,4.619122,4.591540,0.00001000
16760,137297920,4.479213,4.591540,0.00001000
16780,137461760,4.758374,4.591540,0.00001000
16800,137625600,4.662097,4.675474,0.00001000
16820,137789440,4.556923,4.675474,0.00001000
16840,137953280,4.596321,4.675474,0.00001000
16860,138117120,4.591199,4.675474,0.00001000
16880,138280960,4.722893,4.675474,0.00001000
16900,138444800,4.483190,4.675474,0.00001000
16920,138608640,4.618860,4.675474,0.00001000
16940,138772480,4.347228,4.675474,0.00001000
16960,138936320,4.473776,4.675474,0.00001000
16980,139100160,4.582875,4.675474,0.00001000
17000,139264000,4.637240,4.585293,0.00001000
17020,139427840,4.555042,4.585293,0.00001000
17040,139591680,4.417560,4.585293,0.00001000
17060,139755520,4.712612,4.585293,0.00001000
17080,139919360,4.729981,4.585293,0.00001000
17100,140083200,4.661223,4.585293,0.00001000
17120,140247040,4.905730,4.585293,0.00001000
17140,140410880,4.528429,4.585293,0.00001000
17160,140574720,4.583703,4.585293,0.00001000
17180,140738560,4.560826,4.585293,0.00001000
17200,140902400,4.647867,4.545946,0.00001000
17220,141066240,4.800507,4.545946,0.00001000
17240,141230080,4.755965,4.545946,0.00001000
17260,141393920,4.437509,4.545946,0.00001000
17280,141557760,4.739052,4.545946,0.00001000
17300,141721600,4.642879,4.545946,0.00001000
17320,141885440,4.445000,4.545946,0.00001000
17340,142049280,4.721120,4.545946,0.00001000
17360,142213120,4.581701,4.545946,0.00001000
17380,142376960,4.457865,4.545946,0.00001000
17400,142540800,4.592632,4.641225,0.00001000
17420,142704640,4.669163,4.641225,0.00001000
17440,142868480,4.637031,4.641225,0.00001000
17460,143032320,4.750787,4.641225,0.00001000
17480,143196160,4.695997,4.641225,0.00001000
17500,143360000,4.617609,4.641225,0.00001000
17520,143523840,4.286341,4.641225,0.00001000
17540,143687680,4.593595,4.641225,0.00001000
17560,143851520,4.449783,4.641225,0.00001000
17580,144015360,4.565429,4.641225,0.00001000
17600,144179200,4.685210,4.606830,0.00001000
17620,144343040,4.592615,4.606830,0.00001000
17640,144506880,4.547105,4.606830,0.00001000
17660,144670720,4.797752,4.606830,0.00001000
17680,144834560,4.612658,4.606830,0.00001000
17700,144998400,4.766569,4.606830,0.00001000
17720,145162240,4.537529,4.606830,0.00001000
17740,145326080,4.588446,4.606830,0.00001000
17760,145489920,4.511107,4.606830,0.00001000
17780,145653760,4.442476,4.606830,0.00001000
17800,145817600,4.528312,4.562429,0.00001000
17820,145981440,4.644055,4.562429,0.00001000
17840,146145280,4.375686,4.562429,0.00001000
17860,146309120,4.465733,4.562429,0.00001000
17880,146472960,4.343275,4.562429,0.00001000
17900,146636800,4.576928,4.562429,0.00001000
17920,146800640,4.454354,4.562429,0.00001000
17940,146964480,4.555251,4.562429,0.00001000
17960,147128320,4.721962,4.562429,0.00001000
17980,147292160,4.707218,4.562429,0.00001000
18000,147456000,4.575032,4.599495,0.00001000
18020,147619840,4.427728,4.599495,0.00001000
18040,147783680,4.532867,4.599495,0.00001000
18060,147947520,4.488346,4.599495,0.00001000
18080,148111360,4.468357,4.599495,0.00001000
18100,148275200,4.615953,4.599495,0.00001000
18120,148439040,4.641659,4.599495,0.00001000
18140,148602880,4.307176,4.599495,0.00001000
18160,148766720,4.706782,4.599495,0.00001000
18180,148930560,4.621959,4.599495,0.00001000
18200,149094400,4.650386,4.526107,0.00001000
18220,149258240,4.736937,4.526107,0.00001000
18240,149422080,4.523312,4.526107,0.00001000
18260,149585920,4.678263,4.526107,0.00001000
18280,149749760,4.479964,4.526107,0.00001000
18300,149913600,4.880868,4.526107,0.00001000
18320,150077440,4.421726,4.526107,0.00001000
18340,150241280,4.365977,4.526107,0.00001000
18360,150405120,4.546771,4.526107,0.00001000
18380,150568960,4.522786,4.526107,0.00001000
18400,150732800,4.637238,4.737052,0.00001000
18420,150896640,4.734847,4.737052,0.00001000
18440,151060480,4.487268,4.737052,0.00001000
18460,151224320,4.606821,4.737052,0.00001000
18480,151388160,4.619579,4.737052,0.00001000
18500,151552000,4.578243,4.737052,0.00001000
18520,151715840,4.452955,4.737052,0.00001000
18540,151879680,4.643380,4.737052,0.00001000
18560,152043520,4.402873,4.737052,0.00001000
18580,152207360,4.461092,4.737052,0.00001000
18600,152371200,4.646887,4.640392,0.00001000
18620,152535040,4.452100,4.640392,0.00001000
18640,152698880,4.563562,4.640392,0.00001000
18660,152862720,4.486681,4.640392,0.00001000
18680,153026560,4.629614,4.640392,0.00001000
18700,153190400,4.708914,4.640392,0.00001000
18720,153354240,4.425662,4.640392,0.00001000
18740,153518080,4.538564,4.640392,0.00001000
18760,153681920,4.272643,4.640392,0.00001000
18780,153845760,4.564749,4.640392,0.00001000
18800,154009600,4.638291,4.531838,0.00001000
18820,154173440,4.326618,4.531838,0.00001000
18840,154337280,4.555541,4.531838,0.00001000
18860,154501120,4.462743,4.531838,0.00001000
18880,154664960,4.714257,4.531838,0.00001000
18900,154828800,4.542017,4.531838,0.00001000
18920,154992640,4.717688,4.531838,0.00001000
18940,155156480,4.509491,4.531838,0.00001000
18960,155320320,4.495412,4.531838,0.00001000
18980,155484160,4.646943,4.531838,0.00001000
19000,155648000,4.601967,4.675163,0.00001000
19020,155811840,4.410304,4.675163,0.00001000
19040,155975680,4.420935,4.675163,0.00001000
19060,156139520,4.616095,4.675163,0.00001000
19080,156303360,4.559860,4.675163,0.00001000
19100,156467200,4.598505,4.675163,0.00001000
19120,156631040,4.600984,4.675163,0.00001000
19140,156794880,4.427629,4.675163,0.00001000
19160,156958720,4.635364,4.675163,0.00001000
19180,157122560,4.533395,4.675163,0.00001000
19200,157286400,4.612124,4.695907,0.00001000
19220,157450240,4.869600,4.695907,0.00001000
19240,157614080,4.669505,4.695907,0.00001000
19260,157777920,4.487643,4.695907,0.00001000
19280,157941760,4.670024,4.695907,0.00001000
19300,158105600,4.710885,4.695907,0.00001000
19320,158269440,4.715090,4.695907,0.00001000
19340,158433280,4.580370,4.695907,0.00001000
19360,158597120,4.627903,4.695907,0.00001000
19380,158760960,4.545389,4.695907,0.00001000
19400,158924800,4.608519,4.532022,0.00001000
19420,159088640,4.416276,4.532022,0.00001000
19440,159252480,4.546637,4.532022,0.00001000
19460,159416320,4.672702,4.532022,0.00001000
19480,159580160,4.692714,4.532022,0.00001000
19500,159744000,4.589177,4.532022,0.00001000
19520,159907840,4.572725,4.532022,0.00001000
19540,160071680,4.624234,4.532022,0.00001000
19560,160235520,4.493457,4.532022,0.00001000
19580,160399360,4.628704,4.532022,0.00001000
19600,160563200,4.549136,4.644818,0.00001000
19620,160727040,4.715845,4.644818,0.00001000
19640,160890880,4.443730,4.644818,0.00001000
19660,161054720,4.506122,4.644818,0.00001000
19680,161218560,4.583523,4.644818,0.00001000
19700,161382400,4.559336,4.644818,0.00001000
19720,161546240,4.570074,4.644818,0.00001000
19740,161710080,4.546172,4.644818,0.00001000
19760,161873920,4.667474,4.644818,0.00001000
19780,162037760,4.701322,4.644818,0.00001000
19800,162201600,4.605834,4.618165,0.00001000
19820,162365440,4.569735,4.618165,0.00001000
19840,162529280,4.505647,4.618165,0.00001000
19860,162693120,4.607509,4.618165,0.00001000
19880,162856960,4.514995,4.618165,0.00001000
19900,163020800,4.576280,4.618165,0.00001000
19920,163184640,4.528584,4.618165,0.00001000
19940,163348480,4.612053,4.618165,0.00001000
19960,163512320,4.527393,4.618165,0.00001000
19980,163676160,4.413709,4.618165,0.00001000
20000,163840000,4.568662,4.645049,0.00001000
20020,164003840,4.602584,4.645049,0.00001000
20040,164167680,4.644777,4.645049,0.00001000
20060,164331520,4.643045,4.645049,0.00001000
20080,164495360,4.535992,4.645049,0.00001000
20100,164659200,4.657413,4.645049,0.00001000
20120,164823040,4.646052,4.645049,0.00001000
20140,164986880,4.722035,4.645049,0.00001000
20160,165150720,4.518636,4.645049,0.00001000
20180,165314560,4.347934,4.645049,0.00001000
20200,165478400,4.613099,4.560320,0.00001000
20220,165642240,4.745611,4.560320,0.00001000
20240,165806080,4.501558,4.560320,0.00001000
20260,165969920,4.595181,4.560320,0.00001000
20280,166133760,4.609621,4.560320,0.00001000
20300,166297600,4.488906,4.560320,0.00001000
20320,166461440,4.610886,4.560320,0.00001000
20340,166625280,4.691400,4.560320,0.00001000
20360,166789120,4.557204,4.560320,0.00001000
20380,166952960,4.287635,4.560320,0.00001000
20400,167116800,4.682652,4.643320,0.00001000
20420,167280640,4.536822,4.643320,0.00001000
20440,167444480,4.618692,4.643320,0.00001000
20460,167608320,4.565676,4.643320,0.00001000
20480,167772160,4.684888,4.643320,0.00001000
20500,167936000,4.556261,4.643320,0.00001000
20520,168099840,4.598637,4.643320,0.00001000
20540,168263680,4.390873,4.643320,0.00001000
20560,168427520,4.580219,4.643320,0.00001000
20580,168591360,4.500326,4.643320,0.00001000
20600,168755200,4.541102,4.540759,0.00001000
20620,168919040,4.654538,4.540759,0.00001000
20640,169082880,4.506012,4.540759,0.00001000
20660,169246720,4.524235,4.540759,0.00001000
20680,169410560,4.589133,4.540759,0.00001000
20700,169574400,4.595398,4.540759,0.00001000
20720,169738240,4.521427,4.540759,0.00001000
20740,169902080,4.585096,4.540759,0.00001000
20760,170065920,4.509919,4.540759,0.00001000
20780,170229760,4.576392,4.540759,0.00001000
20800,170393600,4.699882,4.628309,0.00001000
20820,170557440,4.458596,4.628309,0.00001000
20840,170721280,4.574619,4.628309,0.00001000
20860,170885120,4.518784,4.628309,0.00001000
20880,171048960,4.699778,4.628309,0.00001000
20900,171212800,4.557555,4.628309,0.00001000
20920,171376640,4.587550,4.628309,0.00001000
20940,171540480,4.574228,4.628309,0.00001000
20960,171704320,4.502941,4.628309,0.00001000
20980,171868160,4.538336,4.628309,0.00001000
21000,172032000,4.610280,4.572796,0.00001000
21020,172195840,4.808320,4.572796,0.00001000
21040,172359680,4.450765,4.572796,0.00001000
21060,172523520,4.604111,4.572796,0.00001000
21080,172687360,4.540544,4.572796,0.00001000
21100,172851200,4.565895,4.572796,0.00001000
21120,173015040,4.561702,4.572796,0.00001000
21140,173178880,4.617772,4.572796,0.00001000
21160,173342720,4.509686,4.572796,0.00001000
21180,173506560,4.568693,4.572796,0.00001000
21200,173670400,4.449621,4.669845,0.00001000
21220,173834240,4.546976,4.669845,0.00001000
21240,173998080,4.542565,4.669845,0.00001000
21260,174161920,4.617206,4.669845,0.00001000
21280,174325760,4.427456,4.669845,0.00001000
21300,174489600,4.610784,4.669845,0.00001000
21320,174653440,4.506260,4.669845,0.00001000
21340,174817280,4.493835,4.669845,0.00001000
21360,174981120,4.654271,4.669845,0.00001000
21380,175144960,4.441874,4.669845,0.00001000
21400,175308800,4.552505,4.621395,0.00001000
21420,175472640,4.725266,4.621395,0.00001000
21440,175636480,4.526368,4.621395,0.00001000
21460,175800320,4.538639,4.621395,0.00001000
21480,175964160,4.510031,4.621395,0.00001000
21500,176128000,4.450809,4.621395,0.00001000
21520,176291840,4.586601,4.621395,0.00001000
21540,176455680,4.770359,4.621395,0.00001000
21560,176619520,4.515566,4.621395,0.00001000
21580,176783360,4.580867,4.621395,0.00001000
21600,176947200,4.623789,4.629459,0.00001000
21620,177111040,4.459085,4.629459,0.00001000
21640,177274880,4.607546,4.629459,0.00001000
21660,177438720,4.613096,4.629459,0.00001000
21680,177602560,4.642357,4.629459,0.00001000
21700,177766400,4.568403,4.629459,0.00001000
21720,177930240,4.531233,4.629459,0.00001000
21740,178094080,4.618813,4.629459,0.00001000
21760,178257920,4.683512,4.629459,0.00001000
21780,178421760,4.516771,4.629459,0.00001000
21800,178585600,4.542573,4.566594,0.00001000
21820,178749440,4.398612,4.566594,0.00001000
21840,178913280,4.377678,4.566594,0.00001000
21860,179077120,4.397853,4.566594,0.00001000
21880,179240960,4.437675,4.566594,0.00001000
21900,179404800,4.536769,4.566594,0.00001000
21920,179568640,4.528305,4.566594,0.00001000
21940,179732480,4.637539,4.566594,0.00001000
21960,179896320,4.738033,4.566594,0.00001000
21980,180060160,4.678966,4.566594,0.00001000
22000,180224000,4.650023,4.559510,0.00001000
22020,180387840,4.463460,4.559510,0.00001000
22040,180551680,4.561067,4.559510,0.00001000
22060,180715520,4.357028,4.559510,0.00001000
22080,180879360,4.733230,4.559510,0.00001000
22100,181043200,4.669651,4.559510,0.00001000
22120,181207040,4.631581,4.559510,0.00001000
22140,181370880,4.454635,4.559510,0.00001000
22160,181534720,4.542575,4.559510,0.00001000
22180,181698560,4.706522,4.559510,0.00001000
22200,181862400,4.669828,4.612825,0.00001000
22220,182026240,4.531423,4.612825,0.00001000
22240,182190080,4.448182,4.612825,0.00001000
22260,182353920,4.483554,4.612825,0.00001000
22280,182517760,4.534569,4.612825,0.00001000
22300,182681600,4.547814,4.612825,0.00001000
22320,182845440,4.697652,4.612825,0.00001000
22340,183009280,4.532170,4.612825,0.00001000
22360,183173120,4.521645,4.612825,0.00001000
22380,183336960,4.663607,4.612825,0.00001000
22400,183500800,4.510661,4.603656,0.00001000
22420,183664640,4.299576,4.603656,0.00001000
22440,183828480,4.558927,4.603656,0.00001000
22460,183992320,4.660484,4.603656,0.00001000
22480,184156160,4.718333,4.603656,0.00001000
22500,184320000,4.718254,4.603656,0.00001000
22520,184483840,4.776032,4.603656,0.00001000
22540,184647680,4.410344,4.603656,0.00001000
22560,184811520,4.678133,4.603656,0.00001000
22580,184975360,4.505735,4.603656,0.00001000
22600,185139200,4.651315,4.614325,0.00001000
22620,185303040,4.470327,4.614325,0.00001000
22640,185466880,4.597687,4.614325,0.00001000
22660,185630720,4.642965,4.614325,0.00001000
22680,185794560,4.551844,4.614325,0.00001000
22700,185958400,4.689570,4.614325,0.00001000
22720,186122240,4.567706,4.614325,0.00001000
22740,186286080,4.401610,4.614325,0.00001000
22760,186449920,4.425199,4.614325,0.00001000
22780,186613760,4.665241,4.614325,0.00001000
22800,186777600,4.429660,4.574884,0.00001000
22820,186941440,4.622304,4.574884,0.00001000
22840,187105280,4.598445,4.574884,0.00001000
22860,187269120,4.588665,4.574884,0.00001000
22880,187432960,4.548102,4.574884,0.00001000
22900,187596800,4.638351,4.574884,0.00001000
22920,187760640,4.621439,4.574884,0.00001000
22940,187924480,4.461921,4.574884,0.00001000
22960,188088320,4.737267,4.574884,0.00001000
22980,188252160,4.207486,4.574884,0.00001000
23000,188416000,4.491210,4.574251,0.00001000
23020,188579840,4.591263,4.574251,0.00001000
23040,188743680,4.554245,4.574251,0.00001000
23060,188907520,4.705951,4.574251,0.00001000
23080,189071360,4.706773,4.574251,0.00001000
23100,189235200,4.388278,4.574251,0.00001000
23120,189399040,4.482441,4.574251,0.00001000
23140,189562880,4.614421,4.574251,0.00001000
23160,189726720,4.489833,4.574251,0.00001000
23180,189890560,4.796956,4.574251,0.00001000
23200,190054400,4.668131,4.651229,0.00001000
23220,190218240,4.481679,4.651229,0.00001000
23240,190382080,4.386934,4.651229,0.00001000
23260,190545920,4.422662,4.651229,0.00001000
23280,190709760,4.644373,4.651229,0.00001000
23300,190873600,4.474648,4.651229,0.00001000
23320,191037440,4.357360,4.651229,0.00001000
23340,191201280,4.580796,4.651229,0.00001000
23360,191365120,4.517480,4.651229,0.00001000
23380,191528960,4.566154,4.651229,0.00001000
23400,191692800,4.525543,4.648812,0.00001000
23420,191856640,4.454611,4.648812,0.00001000
23440,192020480,4.631236,4.648812,0.00001000
23460,192184320,4.586600,4.648812,0.00001000
23480,192348160,4.375635,4.648812,0.00001000
23500,192512000,4.478026,4.648812,0.00001000
23520,192675840,4.423086,4.648812,0.00001000
23540,192839680,4.287061,4.648812,0.00001000
23560,193003520,4.591678,4.648812,0.00001000
23580,193167360,4.540182,4.648812,0.00001000
23600,193331200,4.581402,4.471189,0.00001000
23620,193495040,4.543205,4.471189,0.00001000
23640,193658880,4.587478,4.471189,0.00001000
23660,193822720,4.728544,4.471189,0.00001000
23680,193986560,4.473432,4.471189,0.00001000
23700,194150400,4.390101,4.471189,0.00001000
23720,194314240,4.544760,4.471189,0.00001000
23740,194478080,4.687909,4.471189,0.00001000
23760,194641920,4.562825,4.471189,0.00001000
23780,194805760,4.648417,4.471189,0.00001000
23800,194969600,4.634760,4.441337,0.00001000
23820,195133440,4.345236,4.441337,0.00001000
23840,195297280,4.581660,4.441337,0.00001000
23860,195461120,4.422259,4.441337,0.00001000
23880,195624960,4.751716,4.441337,0.00001000
23900,195788800,4.482329,4.441337,0.00001000
23920,195952640,4.465774,4.441337,0.00001000
23940,196116480,4.332035,4.441337,0.00001000
23960,196280320,4.447613,4.441337,0.00001000
23980,196444160,4.463467,4.441337,0.00001000
24000,196608000,4.554558,4.519136,0.00001000
24020,196771840,4.423292,4.519136,0.00001000
24040,196935680,4.536304,4.519136,0.00001000
24060,197099520,4.503530,4.519136,0.00001000
24080,197263360,4.600729,4.519136,0.00001000
24100,197427200,4.562096,4.519136,0.00001000
24120,197591040,4.598270,4.519136,0.00001000
24140,197754880,4.613378,4.519136,0.00001000
24160,197918720,4.399810,4.519136,0.00001000
24180,198082560,4.614275,4.519136,0.00001000
24200,198246400,4.436448,4.588321,0.00001000
24220,198410240,4.548268,4.588321,0.00001000
24240,198574080,4.724219,4.588321,0.00001000
